"","theta","(Intercept)","log_umi"
"OSCP1",0.0919702093441997,-0.595623355449081,-1.72458208197637
"MRPS15",1.02360722666319,-10.0134971831874,2.48306333438573
"CSF3R",0.237387783177093,-9.27258424533377,2.22145998292564
"LINC01137",0.444350223585169,-14.5913630866192,2.93898201501186
"ZC3H12A",1.29981174328824,-4.24211455719421,0.180915025237869
"MEAF6",2.51973344614941,-8.19913103013727,2.10271162722857
"SNIP1",0.129390381624065,-19.3659608745752,4.01295927364227
"GNL2",1.69137507230716,-14.5841652254758,3.43155736810308
"C1orf109",0.364894719880997,-6.60826904278003,0.810734760852126
"YRDC",0.70877418611353,-10.6077107835056,2.2410602381891
"C1orf122",1.3424147286408,-10.6098558370826,2.41332126602997
"MTF1",0.786054998828488,-10.7910733889754,2.10496111027812
"INPP5B",0.563790207847558,-12.6142106779142,2.44890185444841
"SF3A3",0.753955469405497,-11.9202243784784,2.86449075447627
"FHL3",0.61584736985649,-9.16691911730514,1.81316892746351
"UTP11L",1.35825061979511,-14.7553856702794,3.4535201157135
"RRAGC",0.09892231113519,-9.1677218945819,1.98396448281485
"RP5-864K19.4",0.161345575136809,-3.14248051125059,-0.77136211916468
"MYCBP",1.73524255529102,-14.5153965207482,3.45481154425112
"AKIRIN1",3.48708692667734,-8.16187273577493,1.82798163665899
"NDUFS5",2.48057067344175,-8.82582468972704,2.44634187836943
"MACF1",0.55681204287412,-7.53942787301764,1.55365950676894
"KIAA0754",0.259596674109404,-11.8160129256744,1.94611647436919
"RP11-69E11.4",0.174179430538873,-26.8130688167606,6.0512674268221
"PABPC4",2.34126515940424,-13.598882142105,3.45683051153289
"HPCAL4",0.271846297851082,-10.3753108023287,1.57892473006114
"PPIE",0.348890882819528,-7.52488394229854,1.67411686342411
"TRIT1",0.0163766982004745,-9.23637956440634,1.59984827275812
"MYCL",0.122895491571265,-18.3050511216683,4.24806828691565
"MFSD2A",0.107152654593536,-9.45389698108147,0.997946949912393
"CAP1",1.24021144286664,-8.5885245698638,2.42502832046913
"PPT1",0.662182719964047,-11.806585218834,3.08506683246327
"RLF",0.401954603366161,-8.84223543407366,1.39323437089034
"RP1-39G22.7",0.628332402530445,-8.16387320031622,1.33942961932555
"ZMPSTE24",0.481523294425512,-12.4678957614868,2.66880093897376
"COL9A2",0.282918462640439,-22.5260033738725,5.19352778487632
"SMAP2",0.598787277072179,-8.26228532113151,1.97515643258082
"ZFP69B",0.14994352895407,-18.4901231090191,3.72693603880319
"ZFP69",0.047741884265882,-7.35149579260051,0.841420469831508
"EXO5",0.253863018377998,-14.8131994585769,2.84343521953291
"ZNF684",0.159431147331126,-15.793593530795,3.35718602629388
"NFYC-AS1",0.311318922935392,-19.1378071024925,4.17668374980194
"NFYC",0.324645351804801,-10.7096321543505,2.50418076320594
"CITED4",0.0907327379437354,-12.0876868068441,2.62700160392668
"CTPS1",0.811252750925355,-15.7608089317045,3.54381068844768
"SCMH1",0.393394663314778,-10.8608203030715,1.81114140744023
"HIVEP3",0.276821446330545,-9.53622476763716,1.70339887314483
"FOXJ3",1.39240340135777,-9.88564122844641,1.92889450374626
"PPCS",4.78146887428175,-8.58844560366097,2.09246446285995
"CCDC30",0.24843868467531,-7.54325680309993,0.681782066946787
"PPIH",1.63217215646515,-12.0747369503973,2.89721607447749
"YBX1",3.17642898039454,-10.6522972592134,3.41635252098766
"LEPRE1",0.462277037831596,-9.55817764545619,1.70491554749465
"C1orf50",0.261909948618301,-7.98690777080405,1.55359516251008
"CCDC23",1.37790822256731,-9.66993347778365,2.27412680585285
"ERMAP",0.0850123588432504,-13.1503391252818,2.44203174293637
"ZNF691",0.482158216670435,-7.48930264656228,0.861145471320469
"SLC2A1",0.77792436554001,-9.40175991432854,1.57889470419202
"EBNA1BP2",0.455470290532033,-9.73733283801845,2.19700669250321
"RP1-92O14.3",0.12822038808373,-12.0266429739514,1.8041452727996
"CDC20",0.0937942001046448,-44.0818390165195,10.7490667581678
"ELOVL1",2.07793733176425,-10.8414824743713,2.45166932125661
"MED8",2.73386193970167,-10.7780840862204,2.47497813811847
"SZT2",0.490262381668973,-10.0082359055018,1.76418832011992
"HYI",0.308604094798096,-13.8143830527391,2.79084501717938
"KDM4A",0.591180593207606,-12.6994383632204,2.51286567706668
"KDM4A-AS1",0.0882815230111823,-3.77501190468474,-0.75783084831565
"ST3GAL3",0.149559619436919,-6.52797250473231,0.574957601187726
"IPO13",0.372461247081665,-13.897803601199,2.71361685123929
"DPH2",0.697827178661414,-15.8331212352748,3.47706560480408
"ATP6V0B",0.952846710350258,-10.8912174421733,3.0458674865264
"CCDC24",0.0520029373638232,-16.7844473627938,3.41578216130732
"DMAP1",0.353459534306443,-8.9382877527252,1.86365678398044
"ERI3",0.12968133896872,-9.28787538434251,2.03329398233907
"RNF220",1.62684337258843,-12.6475147293998,2.8033668596317
"TMEM53",0.110720185968548,-15.794937274296,3.32014651495453
"C1orf228",0.338549726642425,-11.2398083908691,2.58712871089476
"RPS8",4.84215364096384,-4.63262407974105,2.08018094116799
"BEST4",0.13291108684506,-14.9408742701724,2.69741545147215
"PLK3",1.72959853622472,-10.9882147812586,2.49457645856947
"PTCH2",0.387912966288502,-15.2457493624834,3.05297486787128
"EIF2B3",0.626175718430719,-12.5127108547384,2.73731062724722
"HECTD3",0.354298374920651,-14.4201906434556,2.87774485712376
"UROD",2.6784760183486,-11.1869140509075,2.59200578464079
"HPDL",0.0904658514507524,-27.6910673241273,6.29546242575901
"MUTYH",0.340348958426206,-12.8526024443474,2.78099591235737
"TOE1",0.466733078442328,-13.4527123573728,2.76712859325271
"TESK2",0.203654331458666,1.87135136881348,-2.2395403312918
"PRDX1",0.676918385154959,-14.9933285277017,4.20854603511857
"AKR1A1",1.50662341594406,-12.241630233443,3.09553124449955
