"","theta","(Intercept)","log_umi"
"CCDC24",0.237201218102107,-12.549029507341,2.1579848493556
"DMAP1",0.453083717465203,-10.5076945476831,2.3141066589129
"ERI3",0.470958423003333,-10.4932921054469,2.33080702550067
"RNF220",0.468032621882543,-10.8166073510891,2.27195546693902
"TMEM53",0.225498377413436,-11.8859695206285,2.169328216192
"C1orf228",0.507870611338103,-10.4267657074682,2.33918055765148
"RPS8",4.74066227998604,-4.82265593452817,2.1385916350867
"BEST4",0.141473787659634,-12.8191386499719,2.05126746596957
"PLK3",0.503506022224235,-10.4370350500929,2.33927532983033
"PTCH2",0.241904545563597,-12.2014659440717,2.16146712228198
"EIF2B3",0.4697185895386,-10.9370853209865,2.2722874422799
"HECTD3",0.223695027974275,-12.0241158264402,2.17597860349096
"UROD",0.563148055234849,-10.2473451241754,2.3247249327184
"HPDL",0.124744812975913,-12.9345239920951,2.0430897230423
"MUTYH",0.445206524832609,-11.0568781963634,2.25005423745749
"TOE1",0.303949947574791,-11.5274100049873,2.20034205527944
"TESK2",0.189222923805307,-12.520920249976,2.05838802962435
"PRDX1",1.11169239842327,-9.56651372981344,2.58336661284991
"AKR1A1",0.762721731644477,-9.94564825486946,2.42698423598133
"NASP",0.623454825957821,-9.9977084810121,2.33658922172949
"GPBP1L1",0.51191896241394,-10.4167200905897,2.33890548942158
"TMEM69",0.444563787827994,-10.6123959997229,2.2769937261643
